"Study_id","train_layer","test_layer","threshold","TP","FN","TN","FP","specificity","precision","recall","f1_score","balanced_accuracy","mcc","mse","rmse"
"1_Bartomeus",3,12,0.2,8,0,0,8,0,0.5,1,0.666666666666667,0.5,NA,2.4650576979972,1.50452707742234
"1_Bartomeus",3,12,0.3,8,0,0,8,0,0.5,1,0.666666666666667,0.5,NA,2.4650576979972,1.50452707742234
"1_Bartomeus",3,12,0.4,8,0,0,8,0,0.5,1,0.666666666666667,0.5,NA,2.4650576979972,1.50452707742234
"1_Bartomeus",3,12,0.5,7.06,0.94,2.46,5.54,0.3075,0.563219447219447,0.8825,0.684581532883592,0.595,0.241483352993369,2.4650576979972,1.50452707742234
"1_Bartomeus",3,12,0.6,4.6,3.4,5.24,2.76,0.655,0.640040404040404,0.575,0.59527294549276,0.615,0.237908141948304,2.4650576979972,1.50452707742234
"1_Bartomeus",3,12,0.7,3.16,4.84,6.62,1.38,0.8275,0.717,0.395,0.498576756576757,0.61125,0.255221655264122,2.4650576979972,1.50452707742234
"1_Bartomeus",3,12,0.8,2.04,5.96,7.12,0.88,0.89,0.743700396825397,0.255,0.379707054175139,0.5725,0.204861718907434,2.4650576979972,1.50452707742234
"1_Bartomeus",3,12,0.9,0.5,7.5,7.72,0.28,0.965,0.655172413793103,0.0625,0.25031265031265,0.51375,0.0877922613583638,2.4650576979972,1.50452707742234
"1_Bartomeus",3,12,1,0,8,8,0,1,NA,0,NA,0.5,NA,2.4650576979972,1.50452707742234
"1_Bartomeus",4,1,0,7,0,0,7,0,0.5,1,0.666666666666667,0.5,NA,3.28025533117327,1.57561938103952
"1_Bartomeus",4,1,0.1,7,0,0,7,0,0.5,1,0.666666666666667,0.5,NA,3.28025533117327,1.57561938103952
"1_Bartomeus",4,1,0.2,7,0,0,7,0,0.5,1,0.666666666666667,0.5,NA,3.28025533117327,1.57561938103952
"1_Bartomeus",4,1,0.3,7,0,0,7,0,0.5,1,0.666666666666667,0.5,NA,3.28025533117327,1.57561938103952
"1_Bartomeus",4,1,0.4,7,0,0,7,0,0.5,1,0.666666666666667,0.5,NA,3.28025533117327,1.57561938103952
"1_Bartomeus",4,1,0.5,5.9,1.1,2.46,4.54,0.351428571428571,0.569197524697525,0.842857142857143,0.67509267890692,0.597142857142857,0.229306935426294,3.28025533117327,1.57561938103952
"1_Bartomeus",4,1,0.6,2.9,4.1,6.06,0.94,0.865714285714286,0.786333333333333,0.414285714285714,0.51480574980575,0.64,0.324701386153561,3.28025533117327,1.57561938103952
"1_Bartomeus",4,1,0.7,0.58,6.42,6.8,0.2,0.971428571428571,0.773333333333333,0.0828571428571429,0.28792270531401,0.527142857142857,0.178415433673294,3.28025533117327,1.57561938103952
"1_Bartomeus",4,1,0.8,0,7,7,0,1,NA,0,NA,0.5,NA,3.28025533117327,1.57561938103952
"1_Bartomeus",4,1,0.9,0,7,7,0,1,NA,0,NA,0.5,NA,3.28025533117327,1.57561938103952
"1_Bartomeus",4,1,1,0,7,7,0,1,NA,0,NA,0.5,NA,3.28025533117327,1.57561938103952
"1_Bartomeus",4,2,0,7,0,0,7,0,0.5,1,0.666666666666667,0.5,NA,8.47832511940915,2.67466286902399
"1_Bartomeus",4,2,0.1,7,0,0,7,0,0.5,1,0.666666666666667,0.5,NA,8.47832511940915,2.67466286902399
"1_Bartomeus",4,2,0.2,7,0,0,7,0,0.5,1,0.666666666666667,0.5,NA,8.47832511940915,2.67466286902399
"1_Bartomeus",4,2,0.3,7,0,0,7,0,0.5,1,0.666666666666667,0.5,NA,8.47832511940915,2.67466286902399
"1_Bartomeus",4,2,0.4,7,0,0,7,0,0.5,1,0.666666666666667,0.5,NA,8.47832511940915,2.67466286902399
"1_Bartomeus",4,2,0.5,5.3,1.7,2.5,4.5,0.357142857142857,0.545340437340437,0.757142857142857,0.630054068050972,0.557142857142857,0.121041222993453,8.47832511940915,2.67466286902399
"1_Bartomeus",4,2,0.6,4.5,2.5,3.76,3.24,0.537142857142857,0.586584415584416,0.642857142857143,0.607004293092528,0.59,0.185431164154714,8.47832511940915,2.67466286902399
"1_Bartomeus",4,2,0.7,3.74,3.26,4.66,2.34,0.665714285714286,0.623071428571429,0.534285714285714,0.5663663003663,0.6,0.206405983601052,8.47832511940915,2.67466286902399
"1_Bartomeus",4,2,0.8,2.42,4.58,5.78,1.22,0.825714285714286,0.70647619047619,0.345714285714286,0.452839111002376,0.585714285714286,0.210157467268828,8.47832511940915,2.67466286902399
"1_Bartomeus",4,2,0.9,0.64,6.36,6.7,0.3,0.957142857142857,0.701075268817204,0.0914285714285714,0.305787037037037,0.524285714285714,0.131219083068251,8.47832511940915,2.67466286902399
"1_Bartomeus",4,2,1,0,7,7,0,1,NA,0,NA,0.5,NA,8.47832511940915,2.67466286902399
"1_Bartomeus",4,3,0,6,0,0,6,0,0.5,1,0.666666666666667,0.5,NA,5.5781361166389,2.03542751772282
"1_Bartomeus",4,3,0.1,6,0,0,6,0,0.5,1,0.666666666666667,0.5,NA,5.5781361166389,2.03542751772282
"1_Bartomeus",4,3,0.2,6,0,0,6,0,0.5,1,0.666666666666667,0.5,NA,5.5781361166389,2.03542751772282
"1_Bartomeus",4,3,0.3,6,0,0,6,0,0.5,1,0.666666666666667,0.5,NA,5.5781361166389,2.03542751772282
"1_Bartomeus",4,3,0.4,6,0,0,6,0,0.5,1,0.666666666666667,0.5,NA,5.5781361166389,2.03542751772282
"1_Bartomeus",4,3,0.5,5.06,0.94,2.08,3.92,0.346666666666667,0.570258297258297,0.843333333333333,0.676457444516268,0.595,0.222051774888046,5.5781361166389,2.03542751772282
"1_Bartomeus",4,3,0.6,2.58,3.42,3.76,2.24,0.626666666666667,0.531857142857143,0.43,0.482596454471454,0.528333333333333,0.0572097677148766,5.5781361166389,2.03542751772282
"1_Bartomeus",4,3,0.7,1.64,4.36,4.72,1.28,0.786666666666667,0.577551020408163,0.273333333333333,0.406444313262495,0.53,0.0764209832578449,5.5781361166389,2.03542751772282
"1_Bartomeus",4,3,0.8,0.92,5.08,4.98,1.02,0.83,0.517407407407407,0.153333333333333,0.30626302709636,0.491666666666667,-0.00908522992902896,5.5781361166389,2.03542751772282
"1_Bartomeus",4,3,0.9,0.04,5.96,5.68,0.32,0.946666666666667,0.125,0.00666666666666667,0.285714285714286,0.476666666666667,-0.243373441221564,5.5781361166389,2.03542751772282
"1_Bartomeus",4,3,1,0,6,6,0,1,NA,0,NA,0.5,NA,5.5781361166389,2.03542751772282
"1_Bartomeus",4,4,0,8,0,0,8,0,0.5,1,0.666666666666667,0.5,NA,2.01714532006608,1.33103411382128
"1_Bartomeus",4,4,0.1,8,0,0,8,0,0.5,1,0.666666666666667,0.5,NA,2.01714532006608,1.33103411382128
"1_Bartomeus",4,4,0.2,8,0,0,8,0,0.5,1,0.666666666666667,0.5,NA,2.01714532006608,1.33103411382128
"1_Bartomeus",4,4,0.3,8,0,0,8,0,0.5,1,0.666666666666667,0.5,NA,2.01714532006608,1.33103411382128
"1_Bartomeus",4,4,0.4,8,0,0,8,0,0.5,1,0.666666666666667,0.5,NA,2.01714532006608,1.33103411382128
"1_Bartomeus",4,4,0.5,6.4,1.6,3.32,4.68,0.415,0.582060717060717,0.8,0.669453742470568,0.6075,0.236846912077314,2.01714532006608,1.33103411382128
"1_Bartomeus",4,4,0.6,5.34,2.66,5,3,0.625,0.660243867243867,0.6675,0.651701717271377,0.64625,0.301517928896214,2.01714532006608,1.33103411382128
"1_Bartomeus",4,4,0.7,4.46,3.54,5.74,2.26,0.7175,0.689412698412698,0.5575,0.60337560478737,0.6375,0.290307718024071,2.01714532006608,1.33103411382128
"1_Bartomeus",4,4,0.8,2.98,5.02,6.36,1.64,0.795,0.691246031746032,0.3725,0.456565542300836,0.58375,0.201275960625435,2.01714532006608,1.33103411382128
"1_Bartomeus",4,4,0.9,0.82,7.18,7.52,0.48,0.94,0.7,0.1025,0.25919289044289,0.52125,0.108225616429628,2.01714532006608,1.33103411382128
"1_Bartomeus",4,4,1,0,8,8,0,1,NA,0,NA,0.5,NA,2.01714532006608,1.33103411382128
"1_Bartomeus",4,5,0,14,0,0,14,0,0.5,1,0.666666666666667,0.5,NA,4.9937949328165,2.1303991576809
"1_Bartomeus",4,5,0.1,14,0,0,14,0,0.5,1,0.666666666666667,0.5,NA,4.9937949328165,2.1303991576809
"1_Bartomeus",4,5,0.2,14,0,0,14,0,0.5,1,0.666666666666667,0.5,NA,4.9937949328165,2.1303991576809
"1_Bartomeus",4,5,0.3,14,0,0,14,0,0.5,1,0.666666666666667,0.5,NA,4.9937949328165,2.1303991576809
"1_Bartomeus",4,5,0.4,14,0,0,14,0,0.5,1,0.666666666666667,0.5,NA,4.9937949328165,2.1303991576809
"1_Bartomeus",4,5,0.5,12.14,1.86,4.2,9.8,0.3,0.554617033971846,0.867142857142857,0.674732728071013,0.583571428571429,0.212016440559344,4.9937949328165,2.1303991576809
"1_Bartomeus",4,5,0.6,7.8,6.2,9.6,4.4,0.685714285714286,0.647300919840394,0.557142857142857,0.592905959052886,0.621428571428571,0.249186308187642,4.9937949328165,2.1303991576809
"1_Bartomeus",4,5,0.7,4.54,9.46,12.34,1.66,0.881428571428571,0.742325396825397,0.324285714285714,0.442136712780945,0.602857142857143,0.250605802875518,4.9937949328165,2.1303991576809
"1_Bartomeus",4,5,0.8,1.42,12.58,13.84,0.16,0.988571428571429,0.907407407407407,0.101428571428571,0.203556971544228,0.545,0.202363606435279,4.9937949328165,2.1303991576809
"1_Bartomeus",4,5,0.9,0,14,14,0,1,NA,0,NA,0.5,NA,4.9937949328165,2.1303991576809
"1_Bartomeus",4,5,1,0,14,14,0,1,NA,0,NA,0.5,NA,4.9937949328165,2.1303991576809
"1_Bartomeus",4,6,0,5,0,0,5,0,0.5,1,0.666666666666667,0.5,NA,3.3004366943492,1.67624518231369
"1_Bartomeus",4,6,0.1,5,0,0,5,0,0.5,1,0.666666666666667,0.5,NA,3.3004366943492,1.67624518231369
"1_Bartomeus",4,6,0.2,5,0,0,5,0,0.5,1,0.666666666666667,0.5,NA,3.3004366943492,1.67624518231369
"1_Bartomeus",4,6,0.3,5,0,0,5,0,0.5,1,0.666666666666667,0.5,NA,3.3004366943492,1.67624518231369
"1_Bartomeus",4,6,0.4,5,0,0,5,0,0.5,1,0.666666666666667,0.5,NA,3.3004366943492,1.67624518231369
"1_Bartomeus",4,6,0.5,4.24,0.76,1.42,3.58,0.284,0.54452380952381,0.848,0.65974025974026,0.566,0.175549656316439,3.3004366943492,1.67624518231369
"1_Bartomeus",4,6,0.6,2.98,2.02,3.32,1.68,0.664,0.655357142857143,0.596,0.613630134038297,0.63,0.280309179597512,3.3004366943492,1.67624518231369
"1_Bartomeus",4,6,0.7,2.08,2.92,4,1,0.8,0.714583333333333,0.416,0.529225484660267,0.608,0.259745088627858,3.3004366943492,1.67624518231369
"1_Bartomeus",4,6,0.8,1.02,3.98,4.68,0.32,0.936,0.801709401709402,0.204,0.396525096525097,0.57,0.249115698351109,3.3004366943492,1.67624518231369
"1_Bartomeus",4,6,0.9,0.04,4.96,5,0,1,1,0.008,0.333333333333333,0.504,0.333333333333333,3.3004366943492,1.67624518231369
"1_Bartomeus",4,6,1,0,5,5,0,1,NA,0,NA,0.5,NA,3.3004366943492,1.67624518231369
"1_Bartomeus",4,7,0,7,0,0,7,0,0.5,1,0.666666666666667,0.5,NA,7.89502292640396,2.41120456202467
"1_Bartomeus",4,7,0.1,7,0,0,7,0,0.5,1,0.666666666666667,0.5,NA,7.89502292640396,2.41120456202467
"1_Bartomeus",4,7,0.2,7,0,0,7,0,0.5,1,0.666666666666667,0.5,NA,7.89502292640396,2.41120456202467
"1_Bartomeus",4,7,0.3,7,0,0,7,0,0.5,1,0.666666666666667,0.5,NA,7.89502292640396,2.41120456202467
"1_Bartomeus",4,7,0.4,7,0,0,7,0,0.5,1,0.666666666666667,0.5,NA,7.89502292640396,2.41120456202467
"1_Bartomeus",4,7,0.5,6.16,0.84,2.28,4.72,0.325714285714286,0.570419247419247,0.88,0.688632733795272,0.602857142857143,0.258074102496127,7.89502292640396,2.41120456202467
"1_Bartomeus",4,7,0.6,4.4,2.6,3.96,3.04,0.565714285714286,0.601778499278499,0.628571428571429,0.604472606341027,0.597142857142857,0.20376434190308,7.89502292640396,2.41120456202467
"1_Bartomeus",4,7,0.7,3.7,3.3,5.1,1.9,0.728571428571429,0.671428571428571,0.528571428571429,0.5740999000999,0.628571428571429,0.27250541763945,7.89502292640396,2.41120456202467
"1_Bartomeus",4,7,0.8,2.38,4.62,6,1,0.857142857142857,0.685106382978723,0.34,0.491401780038144,0.598571428571429,0.234567821233705,7.89502292640396,2.41120456202467
"1_Bartomeus",4,7,0.9,0.44,6.56,6.76,0.24,0.965714285714286,0.674603174603175,0.0628571428571429,0.291830065359477,0.514285714285714,0.113205939402214,7.89502292640396,2.41120456202467
"1_Bartomeus",4,7,1,0,7,7,0,1,NA,0,NA,0.5,NA,7.89502292640396,2.41120456202467
"1_Bartomeus",4,8,0,7,0,0,7,0,0.5,1,0.666666666666667,0.5,NA,5.2355493633554,2.0628910581094
"1_Bartomeus",4,8,0.1,7,0,0,7,0,0.5,1,0.666666666666667,0.5,NA,5.2355493633554,2.0628910581094
"1_Bartomeus",4,8,0.2,7,0,0,7,0,0.5,1,0.666666666666667,0.5,NA,5.2355493633554,2.0628910581094
"1_Bartomeus",4,8,0.3,7,0,0,7,0,0.5,1,0.666666666666667,0.5,NA,5.2355493633554,2.0628910581094
"1_Bartomeus",4,8,0.4,7,0,0,7,0,0.5,1,0.666666666666667,0.5,NA,5.2355493633554,2.0628910581094
"1_Bartomeus",4,8,0.5,5.88,1.12,2.78,4.22,0.397142857142857,0.588098956598957,0.84,0.68731463084559,0.618571428571429,0.267227455031753,5.2355493633554,2.0628910581094
"1_Bartomeus",4,8,0.6,2.18,4.82,5.56,1.44,0.794285714285714,0.618849206349206,0.311428571428571,0.434592517141537,0.552857142857143,0.128175629300784,5.2355493633554,2.0628910581094
"1_Bartomeus",4,8,0.7,0.02,6.98,6.54,0.46,0.934285714285714,0.0166666666666667,0.00285714285714285,0.2,0.468571428571429,-0.285276295239894,5.2355493633554,2.0628910581094
"1_Bartomeus",4,8,0.8,0,7,7,0,1,NA,0,NA,0.5,NA,5.2355493633554,2.0628910581094
"1_Bartomeus",4,8,0.9,0,7,7,0,1,NA,0,NA,0.5,NA,5.2355493633554,2.0628910581094
"1_Bartomeus",4,8,1,0,7,7,0,1,NA,0,NA,0.5,NA,5.2355493633554,2.0628910581094
"1_Bartomeus",4,9,0,15,0,0,15,0,0.5,1,0.666666666666667,0.5,NA,3.47934623648668,1.80872898916288
"1_Bartomeus",4,9,0.1,15,0,0,15,0,0.5,1,0.666666666666667,0.5,NA,3.47934623648668,1.80872898916288
"1_Bartomeus",4,9,0.2,15,0,0,15,0,0.5,1,0.666666666666667,0.5,NA,3.47934623648668,1.80872898916288
"1_Bartomeus",4,9,0.3,15,0,0,15,0,0.5,1,0.666666666666667,0.5,NA,3.47934623648668,1.80872898916288
"1_Bartomeus",4,9,0.4,15,0,0,15,0,0.5,1,0.666666666666667,0.5,NA,3.47934623648668,1.80872898916288
"1_Bartomeus",4,9,0.5,13.38,1.62,5.16,9.84,0.344,0.579793769914325,0.892,0.700519299803195,0.618,0.283621574122529,3.47934623648668,1.80872898916288
"1_Bartomeus",4,9,0.6,8.44,6.56,11.1,3.9,0.74,0.690528140160493,0.562666666666667,0.612258379298637,0.651333333333333,0.31269404427097,3.47934623648668,1.80872898916288
"1_Bartomeus",4,9,0.7,2.58,12.42,14.42,0.58,0.961333333333333,0.849416909620991,0.172,0.282720581967123,0.566666666666667,0.225131558006458,3.47934623648668,1.80872898916288
"1_Bartomeus",4,9,0.8,0,15,15,0,1,NA,0,NA,0.5,NA,3.47934623648668,1.80872898916288
"1_Bartomeus",4,9,0.9,0,15,15,0,1,NA,0,NA,0.5,NA,3.47934623648668,1.80872898916288
"1_Bartomeus",4,9,1,0,15,15,0,1,NA,0,NA,0.5,NA,3.47934623648668,1.80872898916288
"1_Bartomeus",4,10,0,9,0,0,9,0,0.5,1,0.666666666666667,0.5,NA,3.23711578580763,1.72045046200204
"1_Bartomeus",4,10,0.1,9,0,0,9,0,0.5,1,0.666666666666667,0.5,NA,3.23711578580763,1.72045046200204
"1_Bartomeus",4,10,0.2,9,0,0,9,0,0.5,1,0.666666666666667,0.5,NA,3.23711578580763,1.72045046200204
"1_Bartomeus",4,10,0.3,9,0,0,9,0,0.5,1,0.666666666666667,0.5,NA,3.23711578580763,1.72045046200204
"1_Bartomeus",4,10,0.4,9,0,0,9,0,0.5,1,0.666666666666667,0.5,NA,3.23711578580763,1.72045046200204
"1_Bartomeus",4,10,0.5,7.66,1.34,1.9,7.1,0.211111111111111,0.519684443007972,0.851111111111111,0.643501420318812,0.531111111111111,0.0903016904085584,3.23711578580763,1.72045046200204
"1_Bartomeus",4,10,0.6,3.46,5.54,7.5,1.5,0.833333333333333,0.717619047619048,0.384444444444444,0.489785754461625,0.608888888888889,0.250733044363771,3.23711578580763,1.72045046200204
"1_Bartomeus",4,10,0.7,0.66,8.34,8.98,0.02,0.997777777777778,0.979166666666667,0.0733333333333333,0.260606060606061,0.535555555555556,0.274061636077005,3.23711578580763,1.72045046200204
"1_Bartomeus",4,10,0.8,0,9,9,0,1,NA,0,NA,0.5,NA,3.23711578580763,1.72045046200204
"1_Bartomeus",4,10,0.9,0,9,9,0,1,NA,0,NA,0.5,NA,3.23711578580763,1.72045046200204
"1_Bartomeus",4,10,1,0,9,9,0,1,NA,0,NA,0.5,NA,3.23711578580763,1.72045046200204
"1_Bartomeus",4,11,0,11,0,0,11,0,0.5,1,0.666666666666667,0.5,NA,1.95374294015406,1.31709829460445
"1_Bartomeus",4,11,0.1,11,0,0,11,0,0.5,1,0.666666666666667,0.5,NA,1.95374294015406,1.31709829460445
"1_Bartomeus",4,11,0.2,11,0,0,11,0,0.5,1,0.666666666666667,0.5,NA,1.95374294015406,1.31709829460445
"1_Bartomeus",4,11,0.3,11,0,0,11,0,0.5,1,0.666666666666667,0.5,NA,1.95374294015406,1.31709829460445
"1_Bartomeus",4,11,0.4,11,0,0,11,0,0.5,1,0.666666666666667,0.5,NA,1.95374294015406,1.31709829460445
"1_Bartomeus",4,11,0.5,9.3,1.7,3.02,7.98,0.274545454545455,0.540756382850036,0.845454545454545,0.657395934296824,0.56,0.150318777834611,1.95374294015406,1.31709829460445
"1_Bartomeus",4,11,0.6,5.54,5.46,8.1,2.9,0.736363636363636,0.663970418470418,0.503636363636364,0.564869608260751,0.62,0.251199791038548,1.95374294015406,1.31709829460445
"1_Bartomeus",4,11,0.7,1.74,9.26,10.72,0.28,0.974545454545454,0.891860465116279,0.158181818181818,0.294916517590936,0.566363636363636,0.252887640790881,1.95374294015406,1.31709829460445
"1_Bartomeus",4,11,0.8,0,11,11,0,1,NA,0,NA,0.5,NA,1.95374294015406,1.31709829460445
"1_Bartomeus",4,11,0.9,0,11,11,0,1,NA,0,NA,0.5,NA,1.95374294015406,1.31709829460445
"1_Bartomeus",4,11,1,0,11,11,0,1,NA,0,NA,0.5,NA,1.95374294015406,1.31709829460445
"1_Bartomeus",4,12,0,8,0,0,8,0,0.5,1,0.666666666666667,0.5,NA,2.39646519400803,1.47626086589045
"1_Bartomeus",4,12,0.1,8,0,0,8,0,0.5,1,0.666666666666667,0.5,NA,2.39646519400803,1.47626086589045
"1_Bartomeus",4,12,0.2,8,0,0,8,0,0.5,1,0.666666666666667,0.5,NA,2.39646519400803,1.47626086589045
"1_Bartomeus",4,12,0.3,8,0,0,8,0,0.5,1,0.666666666666667,0.5,NA,2.39646519400803,1.47626086589045
"1_Bartomeus",4,12,0.4,8,0,0,8,0,0.5,1,0.666666666666667,0.5,NA,2.39646519400803,1.47626086589045
"1_Bartomeus",4,12,0.5,7.06,0.94,1.9,6.1,0.2375,0.539893328893329,0.8825,0.66781338489213,0.56,0.15636614462413,2.39646519400803,1.47626086589045
"1_Bartomeus",4,12,0.6,5.02,2.98,5.22,2.78,0.6525,0.652632034632035,0.6275,0.629196891859431,0.64,0.288500359790205,2.39646519400803,1.47626086589045
"1_Bartomeus",4,12,0.7,3.62,4.38,6.44,1.56,0.805,0.710571428571429,0.4525,0.537541445482622,0.62875,0.28107727762573,2.39646519400803,1.47626086589045
"1_Bartomeus",4,12,0.8,0.88,7.12,7.62,0.38,0.9525,0.774122807017544,0.11,0.256479076479076,0.53125,0.154608211193551,2.39646519400803,1.47626086589045
"1_Bartomeus",4,12,0.9,0.1,7.9,8,0,1,1,0.0125,0.222222222222222,0.50625,0.258198889747161,2.39646519400803,1.47626086589045
"1_Bartomeus",4,12,1,0,8,8,0,1,NA,0,NA,0.5,NA,2.39646519400803,1.47626086589045
"1_Bartomeus",5,1,0,7,0,0,7,0,0.5,1,0.666666666666667,0.5,NA,3.51779169785474,1.70397397741108
"1_Bartomeus",5,1,0.1,7,0,0,7,0,0.5,1,0.666666666666667,0.5,NA,3.51779169785474,1.70397397741108
"1_Bartomeus",5,1,0.2,7,0,0,7,0,0.5,1,0.666666666666667,0.5,NA,3.51779169785474,1.70397397741108
"1_Bartomeus",5,1,0.3,7,0,0,7,0,0.5,1,0.666666666666667,0.5,NA,3.51779169785474,1.70397397741108
"1_Bartomeus",5,1,0.4,7,0,0,7,0,0.5,1,0.666666666666667,0.5,NA,3.51779169785474,1.70397397741108
"1_Bartomeus",5,1,0.5,6.56,0.44,2.2,4.8,0.314285714285714,0.581626706626707,0.937142857142857,0.714314655416823,0.625714285714286,0.331291885932632,3.51779169785474,1.70397397741108
"1_Bartomeus",5,1,0.6,5.44,1.56,3.72,3.28,0.531428571428571,0.627689033189033,0.777142857142857,0.68568361102262,0.654285714285714,0.326142904157062,3.51779169785474,1.70397397741108
"1_Bartomeus",5,1,0.7,3.8,3.2,5.42,1.58,0.774285714285714,0.730047619047619,0.542857142857143,0.606808302808303,0.658571428571429,0.33756688393695,3.51779169785474,1.70397397741108
"1_Bartomeus",5,1,0.8,2.08,4.92,6.1,0.9,0.871428571428571,0.692666666666667,0.297142857142857,0.436169386169386,0.584285714285714,0.203036852114268,3.51779169785474,1.70397397741108
"1_Bartomeus",5,1,0.9,1.4,5.6,6.44,0.56,0.92,0.714539007092199,0.2,0.352489177489178,0.56,0.176053322073352,3.51779169785474,1.70397397741108
"1_Bartomeus",5,1,1,0,7,7,0,1,NA,0,NA,0.5,NA,3.51779169785474,1.70397397741108
"1_Bartomeus",5,2,0,7,0,0,7,0,0.5,1,0.666666666666667,0.5,NA,8.91667624881603,2.69005406497987
"1_Bartomeus",5,2,0.1,7,0,0,7,0,0.5,1,0.666666666666667,0.5,NA,8.91667624881603,2.69005406497987
"1_Bartomeus",5,2,0.2,7,0,0,7,0,0.5,1,0.666666666666667,0.5,NA,8.91667624881603,2.69005406497987
"1_Bartomeus",5,2,0.3,7,0,0,7,0,0.5,1,0.666666666666667,0.5,NA,8.91667624881603,2.69005406497987
"1_Bartomeus",5,2,0.4,7,0,0,7,0,0.5,1,0.666666666666667,0.5,NA,8.91667624881603,2.69005406497987
"1_Bartomeus",5,2,0.5,5.36,1.64,2.2,4.8,0.314285714285714,0.529140692640693,0.765714285714286,0.621738856946287,0.54,0.0945081310376582,8.91667624881603,2.69005406497987
"1_Bartomeus",5,2,0.6,2.78,4.22,3.76,3.24,0.537142857142857,0.470428571428571,0.397142857142857,0.418554879760762,0.467142857142857,-0.0666285833629173,8.91667624881603,2.69005406497987
"1_Bartomeus",5,2,0.7,1.7,5.3,5.54,1.46,0.791428571428571,0.548202137998056,0.242857142857143,0.360009003342337,0.517142857142857,0.0454667445855436,8.91667624881603,2.69005406497987
"1_Bartomeus",5,2,0.8,0.82,6.18,6.74,0.26,0.962857142857143,0.793859649122807,0.117142857142857,0.281862745098039,0.54,0.182375546741828,8.91667624881603,2.69005406497987
"1_Bartomeus",5,2,0.9,0.1,6.9,7,0,1,1,0.0142857142857143,0.25,0.507142857142857,0.277350098112615,8.91667624881603,2.69005406497987
"1_Bartomeus",5,2,1,0,7,7,0,1,NA,0,NA,0.5,NA,8.91667624881603,2.69005406497987
"1_Bartomeus",5,3,0,6,0,0,6,0,0.5,1,0.666666666666667,0.5,NA,8.37055577715887,2.42390005662335
"1_Bartomeus",5,3,0.1,6,0,0,6,0,0.5,1,0.666666666666667,0.5,NA,8.37055577715887,2.42390005662335
"1_Bartomeus",5,3,0.2,6,0,0,6,0,0.5,1,0.666666666666667,0.5,NA,8.37055577715887,2.42390005662335
"1_Bartomeus",5,3,0.3,6,0,0,6,0,0.5,1,0.666666666666667,0.5,NA,8.37055577715887,2.42390005662335
"1_Bartomeus",5,3,0.4,6,0,0,6,0,0.5,1,0.666666666666667,0.5,NA,8.37055577715887,2.42390005662335
"1_Bartomeus",5,3,0.5,3.92,2.08,2.62,3.38,0.436666666666667,0.540512265512265,0.653333333333333,0.585162435603612,0.545,0.0958262751512078,8.37055577715887,2.42390005662335
"1_Bartomeus",5,3,0.6,2.1,3.9,3.96,2.04,0.66,0.527714285714286,0.35,0.413746457624009,0.505,0.0169993206766794,8.37055577715887,2.42390005662335
"1_Bartomeus",5,3,0.7,1.12,4.88,5.22,0.78,0.87,0.590277777777778,0.186666666666667,0.353028404344194,0.528333333333333,0.0788703237098368,8.37055577715887,2.42390005662335
"1_Bartomeus",5,3,0.8,0,6,5.88,0.12,0.98,0,0,NA,0.49,-0.330651794762202,8.37055577715887,2.42390005662335
"1_Bartomeus",5,3,0.9,0,6,6,0,1,NA,0,NA,0.5,NA,8.37055577715887,2.42390005662335
"1_Bartomeus",5,3,1,0,6,6,0,1,NA,0,NA,0.5,NA,8.37055577715887,2.42390005662335
"1_Bartomeus",5,4,0,8,0,0,8,0,0.5,1,0.666666666666667,0.5,NA,2.70240243859383,1.50962873473803
"1_Bartomeus",5,4,0.1,8,0,0,8,0,0.5,1,0.666666666666667,0.5,NA,2.70240243859383,1.50962873473803
"1_Bartomeus",5,4,0.2,8,0,0,8,0,0.5,1,0.666666666666667,0.5,NA,2.70240243859383,1.50962873473803
"1_Bartomeus",5,4,0.3,8,0,0,8,0,0.5,1,0.666666666666667,0.5,NA,2.70240243859383,1.50962873473803
"1_Bartomeus",5,4,0.4,8,0,0,8,0,0.5,1,0.666666666666667,0.5,NA,2.70240243859383,1.50962873473803
"1_Bartomeus",5,4,0.5,6.04,1.96,2.72,5.28,0.34,0.536369186369186,0.755,0.623981177270853,0.5475,0.106461108800621,2.70240243859383,1.50962873473803
"1_Bartomeus",5,4,0.6,2.82,5.18,5.06,2.94,0.6325,0.49584126984127,0.3525,0.400223730517848,0.4925,-0.0147553460477198,2.70240243859383,1.50962873473803
"1_Bartomeus",5,4,0.7,0.8,7.2,7.02,0.98,0.8775,0.455426356589147,0.1,0.266562173458725,0.48875,-0.0362766728358112,2.70240243859383,1.50962873473803
"1_Bartomeus",5,4,0.8,0.18,7.82,7.58,0.42,0.9475,0.3,0.0225,0.214814814814815,0.485,-0.11286080255983,2.70240243859383,1.50962873473803
"1_Bartomeus",5,4,0.9,0,8,8,0,1,NA,0,NA,0.5,NA,2.70240243859383,1.50962873473803
"1_Bartomeus",5,4,1,0,8,8,0,1,NA,0,NA,0.5,NA,2.70240243859383,1.50962873473803
"1_Bartomeus",5,5,0,14,0,0,14,0,0.5,1,0.666666666666667,0.5,NA,6.12673430556635,2.37491757138732
"1_Bartomeus",5,5,0.1,14,0,0,14,0,0.5,1,0.666666666666667,0.5,NA,6.12673430556635,2.37491757138732
"1_Bartomeus",5,5,0.2,14,0,0,14,0,0.5,1,0.666666666666667,0.5,NA,6.12673430556635,2.37491757138732
